,size,false_positive_rating,false_positive_target,FPR_from_zero_k,bits_set,pct_ones,model_FP,bloom_FP
0,10463,0.04405962975364627,0.5,0.0009647732849538935,3008,0.2874892478256714,276027,12329678
1,11661,0.03514208893788044,0.25,0.0009647732849538935,3042,0.2608695652173913,276027,9778320
2,12481,0.033952713236166096,0.125,0.0009647732849538935,3099,0.24829741206634084,276027,9438033
3,12949,0.0322338057052572,0.0625,0.0009647732849538935,3083,0.23808788323422658,276027,8946244
4,13205,0.03060320124713131,0.03125,0.0009647732849538935,3107,0.23528966300643694,276027,8479719
5,13219,0.026919651707990756,0.015625,0.0009647732849538935,3086,0.23345184961040927,276027,7425835
6,13220,0.02989170860535429,0.0078125,0.0009647732849538935,3110,0.23524962178517397,276027,8276157
7,13221,0.028437539027335014,0.00390625,0.0009647732849538935,3114,0.2355343771272975,276027,7860111
8,13221,0.029121985707380123,0.001953125,0.0009647732849538935,3083,0.23318962257015355,276027,8055935
9,13221,0.027304642479875758,0.0009765625,0.0009647732849538935,3121,0.23606383783374935,276027,7535983
10,13221,0.030328120957621798,0.00048828125,0.0009647732849538935,3079,0.23288707359503819,276027,8401017
11,13221,0.026914786370858316,0.000244140625,0.0009647732849538935,3105,0.23485364193328795,276027,7424443
12,13221,0.03227315831357195,0.0001220703125,0.0009647732849538935,3131,0.2368202102715377,276027,8957503
13,13221,0.030549920213189564,6.103515625e-05,0.0009647732849538935,3111,0.23530746539596098,276027,8464475
14,13221,0.031776198378585155,3.0517578125e-05,0.0009647732849538935,3117,0.23576128885863398,276027,8815320
15,13221,0.022105491490991967,1.52587890625e-05,0.0009647732849538935,3099,0.23439981847061492,276027,6048477
16,13221,0.027310000642105665,7.62939453125e-06,0.0009647732849538935,3146,0.23795476892822026,276027,7537516
17,13221,0.029154316431859333,3.814697265625e-06,0.0009647732849538935,3102,0.23462673020195143,276027,8065185
18,13221,0.030995947897677862,1.9073486328125e-06,0.0009647732849538935,3089,0.23364344603282655,276027,8592086
19,13221,0.0333862544767961,9.5367431640625e-07,0.0009647732849538935,3102,0.23462673020195143,276027,9275966
20,13221,0.02472372443486846,4.76837158203125e-07,0.0009647732849538935,3090,0.2337190832766054,276027,6797568
21,13221,0.027957370097796665,2.384185791015625e-07,0.0009647732849538935,3098,0.2343241812268361,276027,7722732
22,13221,0.03503771487362117,1.1920928955078125e-07,0.0009647732849538935,3104,0.2347780046895091,276027,9748458
23,13221,0.025873017028655496,5.960464477539063e-08,0.0009647732849538935,3097,0.23424854398305725,276027,7126387
24,13221,0.027745965607050647,2.9802322387695312e-08,0.0009647732849538935,3118,0.23583692610241283,276027,7662248
25,13221,0.026526338832864132,1.4901161193847656e-08,0.0009647732849538935,3089,0.23364344603282655,276027,7313306
