,size,false_positive_rating
0,12500,0.9995791163327719
1,13500,0.9995548786607462
2,14500,0.9994935548519788
3,15500,0.999426433502632
4,16500,0.9983958386388697
5,17500,0.996996899615779
6,18500,0.9964844347210791
7,19500,0.9947098441398624
8,20500,0.9934987652810545
9,21500,0.9918015886625396
10,22500,0.9908015953029994
11,23500,0.9876683524023785
12,24500,0.9856915127693043
13,25500,0.9829232141784476
