,size,false_positive_rating
0,12500,0.00022865395517929001
1,13500,0.00018150534398896976
2,14500,0.0001402589456039471
3,15500,0.00012259480020377917
4,16500,0.0001211607411260804
5,17500,9.895512185999359e-05
6,18500,8.951738515334946e-05
7,19500,5.60262100383428e-05
8,20500,5.906237538427338e-05
9,21500,5.0869272815634826e-05
10,22500,3.821530770260349e-05
11,23500,4.239435143371602e-05
12,24500,7.591760775482929e-05
13,25500,4.4859092169422036e-05
