,size,false_positive_rating
0,26767,0.9799844428764125
1,35767,0.9449637833867938
2,44767,0.9029628084942166
3,53767,0.857996189840011
4,62767,0.8094101748459308
5,71767,0.7652019004254181
6,80767,0.7228065776730995
7,89767,0.6870156646164473
8,98767,0.6525680800635649
9,107767,0.6205520082006931
10,116767,0.5920751416493094
