,10,8,7,9,5,6,4,3,2,1,0,FPR_actual,size
0,31015597985.0,937981903,359516826,1816028565,33848566,116971297,6781505,1060559,170573,29909,27,1.1753387328152846e-07,521
1,,2039893967,768614489,31104721949,85961346,267649527,18352583,2533330,230588,29909,27,5.917524290030304e-08,1021
2,,2039893967,768614489,31104721949,92469827,256291212,21888488,3578592,499255,29909,27,5.917524290030304e-08,1521
3,30934267572.0,885311128,398774054,1863122119,47298396,145722377,11070770,2220790,170573,29909,27,5.917524290030304e-08,2021
4,,2039893967,768614489,31104721949,92469827,256291212,21888488,3578592,499255,29909,27,5.917524290030304e-08,2521
5,,2039893967,768614489,31104721949,92469827,256291212,21888488,3578592,499255,29909,27,7.874477862534165e-10,3021
