,size,false_positive_rating,num_regions,optimal_c,model_FP,bloom_FP
0,2680,0.0010143333333333332,11,2.1,475,2568
1,5680,0.00011366666666666666,12,2.4000000000000004,53,288
2,8680,3.3333333333333335e-05,12,2.5000000000000004,34,66
3,11680,2.4e-05,12,2.5000000000000004,34,38
4,14680,2.2e-05,12,2.5000000000000004,34,32
5,17680,1.7e-05,12,2.5000000000000004,34,17
6,20680,1.7e-05,12,2.5000000000000004,34,17
7,23680,1.5e-05,12,2.5000000000000004,34,11
8,26680,1.5666666666666667e-05,12,2.5000000000000004,34,13
