,size,false_positive_rating,model_FP,bloom_FP
0,3900,8.098618028680678e-05,27,1
1,4900,7.80938167051351e-05,27,0
2,5900,7.80938167051351e-05,27,0
3,6900,7.80938167051351e-05,27,0
4,7900,8.098618028680678e-05,27,1
5,8900,7.80938167051351e-05,27,0
6,9900,7.80938167051351e-05,27,0
7,10900,7.80938167051351e-05,27,0
8,11900,7.80938167051351e-05,27,0
9,12900,7.80938167051351e-05,27,0
10,13900,7.80938167051351e-05,27,0
