,size,false_positive_rating
0,3900,0.6012500795399985
1,4900,0.5110546136091492
2,5900,0.4457595057529112
3,6900,0.3955133656121109
4,7900,0.35671230816398547
5,8900,0.31987516558781504
6,9900,0.2963891733046411
7,10900,0.21927008312652935
8,11900,0.1944333570507147
9,12900,0.17274930727892218
10,13900,0.1532808080106902
