,memory,false_positive_rating,false_positive_target,t_val
0,20898,0.16750255974176978,0.5020882865059669,0.0986328125
1,20898,0.16531882523760766,0.4068427537615188,0.0986328125
2,20898,0.16561963105010152,0.3414869062700658,0.0986328125
3,20898,0.16577871104709346,0.2949950540582753,0.0986328125
4,20898,0.16560806159577485,0.2041083132314064,0.0986328125
5,20898,0.16581920413723686,0.1642370812580624,0.1025390625
6,22348,0.159739455888563,0.1373033915855358,0.1064453125
7,22348,0.15996216788435175,0.1014959304444406,0.1064453125
