,memory,false_positive_rating
0,150000,0.0003875767199440038
1,200000,0.00022849672295206197
2,250000,0.00020246545071701694
3,300000,0.0001937883599720019
4,350000,0.0001937883599720019
5,400000,0.0001937883599720019
6,450000,0.0001937883599720019
7,500000,0.0001937883599720019
8,550000,0.0001937883599720019
9,600000,0.0001937883599720019
10,650000,0.0001937883599720019
11,700000,0.0001937883599720019
12,750000,0.0001937883599720019
13,800000,0.0001937883599720019
14,850000,0.0001937883599720019
15,900000,0.0001937883599720019
16,950000,0.0001937883599720019
17,1000000,0.0001937883599720019
18,1050000,0.0001937883599720019
19,1100000,0.0001937883599720019
20,1150000,0.0001937883599720019
21,1200000,0.0001937883599720019
22,1250000,0.0001937883599720019
23,1300000,0.0001937883599720019
24,1350000,0.0001937883599720019
25,1400000,0.0001937883599720019
26,1450000,0.0001937883599720019
27,1500000,0.0001937883599720019
