,memory,false_positive_rating
0,50000,0.00011858690684853849
1,100000,7.80938167051351e-05
2,150000,7.80938167051351e-05
3,200000,7.80938167051351e-05
4,250000,7.80938167051351e-05
5,300000,7.80938167051351e-05
6,350000,7.80938167051351e-05
7,400000,7.80938167051351e-05
8,450000,7.80938167051351e-05
9,500000,7.80938167051351e-05
10,550000,7.80938167051351e-05
11,600000,7.80938167051351e-05
