,memory,false_positive_rating
0,50,0.0043414377360891775
1,150,0.0043414377360891775
2,250,0.0043414377360891775
3,350,0.0043414377360891775
4,450,0.0043414377360891775
5,550,0.0043414377360891775
6,650,0.0043414377360891775
7,750,0.0043414377360891775
8,850,0.0043414377360891775
9,950,0.0043414377360891775
10,1050,0.0043414377360891775
11,1150,0.0043414377360891775
12,1250,0.0043414377360891775
13,1350,0.0043414377360891775
14,1450,0.0043414377360891775
15,1550,0.0043414377360891775
16,1650,0.0043414377360891775
17,1750,0.0043414377360891775
18,1850,0.0043414377360891775
19,1950,0.0043414377360891775
20,2050,0.0043414377360891775
21,2150,0.0043414377360891775
22,2250,0.0043414377360891775
23,2350,0.0043414377360891775
24,2450,0.0043414377360891775
25,2550,0.0043414377360891775
26,2650,0.0043414377360891775
27,2750,0.0043414377360891775
28,2850,0.0043414377360891775
29,2950,0.0043414377360891775
30,3050,0.0043414377360891775
31,3150,0.0043414377360891775
32,3250,0.0043414377360891775
33,3350,0.0043414377360891775
34,3450,0.0043414377360891775
35,3550,0.0043414377360891775
36,3650,0.0043414377360891775
37,3750,0.0043414377360891775
38,3850,0.0043414377360891775
39,3950,0.0043414377360891775
40,4050,0.0043414377360891775
41,4150,0.0043414377360891775
42,4250,0.0043414377360891775
43,4350,0.0043414377360891775
44,4450,0.0043414377360891775
45,4550,0.0043414377360891775
46,4650,0.0043414377360891775
47,4750,0.0043414377360891775
48,4850,0.0043414377360891775
49,4950,0.0043414377360891775
50,5050,0.0043414377360891775
51,5150,0.0043414377360891775
52,5250,0.0043414377360891775
53,5350,0.0043414377360891775
54,5450,0.0043414377360891775
55,5550,0.0043414377360891775
56,5650,0.0043414377360891775
57,5750,0.0043414377360891775
58,5850,0.0043414377360891775
59,5950,0.0043414377360891775
60,6050,0.0043414377360891775
61,6150,0.0043414377360891775
62,6250,0.0043414377360891775
63,6350,0.0043414377360891775
64,6450,0.0043414377360891775
65,6550,0.0043414377360891775
66,6650,0.0043414377360891775
67,6750,0.0043414377360891775
68,6850,0.0043414377360891775
69,6950,0.0043414377360891775
70,7050,0.0043414377360891775
71,7150,0.0043414377360891775
72,7250,0.0043414377360891775
73,7350,0.0043414377360891775
74,7450,0.0043414377360891775
75,7550,0.0043414377360891775
76,7650,0.0043414377360891775
77,7750,0.0043414377360891775
78,7850,0.0043414377360891775
79,7950,0.0043414377360891775
80,8050,0.0043414377360891775
81,8150,0.0043414377360891775
82,8250,0.0043414377360891775
83,8350,0.0043414377360891775
84,8450,0.0043414377360891775
85,8550,0.0043414377360891775
86,8650,0.0043414377360891775
87,8750,0.0043414377360891775
88,8850,0.0043414377360891775
89,8950,0.0043414377360891775
90,9050,0.0043414377360891775
91,9150,0.0043414377360891775
92,9250,0.0043414377360891775
93,9350,0.0043414377360891775
94,9450,0.0043414377360891775
95,9550,0.0043414377360891775
96,9650,0.0043414377360891775
97,9750,0.0043414377360891775
98,9850,0.0043414377360891775
99,9950,0.004292267555200759
100,10050,0.004170788284770549
101,10150,0.004326975918180819
102,10250,0.004173680648352221
103,10350,0.0040232777421052935
104,10450,0.003916260289583442
105,10550,0.0037195795660297684
106,10650,0.0037080101117030815
107,10750,0.0036646246579780063
108,10850,0.003546037751129468
109,10950,0.003450589752934303
110,11050,0.003386957754137526
111,11150,0.0033753882998108393
112,11250,0.003204738848492211
113,11350,0.002993596307030179
114,11450,0.0029270719446517304
115,11550,0.0029183948539067157
116,11650,0.0029010406724166854
117,11750,0.00275353012975143
118,11850,0.0029791344891218208
119,11950,0.0027246064939347135
120,12050,0.00266675922230128
121,12150,0.002713037039608027
122,12250,0.002617589041412862
123,12350,0.0026291584957395483
124,12450,0.00252792577038104
125,12550,0.0025742035876877866
126,12650,0.002481647953074293
127,12750,0.002415123590695845
128,12850,0.0023659534098074263
129,12950,0.002308106138173993
130,13050,0.002394877045624143
131,13150,0.002270505411612261
132,13250,0.002308106138173993
133,13350,0.002218442867142171
134,13450,0.002256043593703903
135,13550,0.0021981963220704696
136,13650,0.0021634879590904095
137,13750,0.0022010886856521413
138,13850,0.0021750574134170963
139,13950,0.0021548108683453943
140,14050,0.0020882865059669463
141,14150,0.002096963596711961
142,14250,0.0020477934158235427
143,14350,0.0020506857794052144
144,14450,0.0020940712331302892
145,14550,0.002079609415221931
146,14650,0.0019639148719550643
147,14750,0.001981269053445094
148,14850,0.002010192689261811
149,14950,0.0019754843262817508
