,memory,false_positive_rating
0,100000,0.004676005823314468
1,150000,0.001128026147067614
2,200000,0.0007809411787391174
3,250000,0.0007230936840177014
4,300000,0.0006652461892962852
5,350000,0.0006266811928153412
6,400000,0.0006266811928153412
7,450000,0.0006266811928153412
8,500000,0.0005784749472141611
