,memory,false_positive_rating
0,100000,0.004743494567156121
1,150000,0.0012437211365104463
2,200000,0.0009352011646628938
3,250000,0.0008291474243402975
4,300000,0.0008002236769795894
5,350000,0.0007712999296188815
6,400000,0.0007423761822581734
7,450000,0.0007327349331379373
8,500000,0.0007230936840177014
