,size,false_positive_rating
0,9000,0.23283072814584446
1,12000,0.15321868915874767
2,15000,0.09018891782289763
3,18000,0.05477263135850819
4,21000,0.03547702104021474
5,24000,0.021168367258281372
6,27000,0.012992798046841232
7,30000,0.008409843540688541
8,33000,0.005161756910680918
9,36000,0.003159171293077711
10,39000,0.00189905848297939
