,size,false_positive_rating
0,9000,0.32102852572231694
1,19000,0.07476423381942433
2,29000,0.018034419230225727
3,39000,0.004450251483155649
4,49000,0.0012782776018820858
5,59000,0.000257392141756012
6,69000,5.5433431837999126e-05
7,79000,2.9062339093234497e-05
8,89000,1.1682946414393518e-05
9,99000,0.0
10,109000,0.0
11,119000,0.0
12,129000,0.0
13,139000,0.0
14,149000,0.0
