,size,false_positive_rating
0,1000,0.9388746080059803
1,21000,0.03547702104021474
2,41000,0.0013660505021174313
3,61000,5.4326508149968766e-05
4,81000,3.2042806485569153e-06
5,101000,0.0
6,121000,0.0
7,141000,0.0
8,161000,0.0
9,181000,0.0
