,size,false_positive_rating
0,2802,0.7753447007021317
1,4802,0.5625750060271796
2,6802,0.4451224685812951
3,8802,0.36113919719936916
4,10802,0.3065128750781433
5,12802,0.21164871831429657
6,14802,0.1738169854789861
7,16802,0.1440824153194373
