,11,10,8,9,7,6,5,1,4,3,2,0,FPR_actual,size,12
0,19975019892,8303973180,1405581989,3515788014,575796919,231799423,74989227,16579,4591704,648234,79853,37,8.348909306617076e-08,9000,
1,18598475579,9361520841,1461176461,3807573180,576033532,219877956,60536340,5715,2657822,367921,59698,6,1.4526984837937307e-07,10500,
2,18598475579,9361520841,1461176461,3807573180,576033532,219877956,60536340,5715,2657822,367921,59698,6,4.2829963375178644e-08,12000,
3,18598475579,9361520841,1461176461,3807573180,576033532,219877956,60536340,5715,2657822,367921,59698,6,9.798087511855938e-09,13500,
4,15719157781,6311781623,953754782,2515234873,366107777,135706474,24100011,289,1307932,193616,29120,2,2.8966256254330583e-06,15000,8060910771.0
5,19975019892,8303973180,1405581989,3515788014,575796919,231799423,74989227,16579,4591704,648234,79853,37,9.692479391800006e-08,16500,
6,18598475579,9361520841,1461176461,3807573180,576033532,219877956,60536340,5715,2657822,367921,59698,6,6.3364877322182105e-09,18000,
7,9356796338,4107987572,743198412,1771581977,302183487,125920329,27169713,2449,1561697,289182,50962,6,1.4667795676431044e-08,19500,17651542927.0
8,9356796338,4107987572,743198412,1771581977,302183487,125920329,27169713,2449,1561697,289182,50962,6,1.7601354811717251e-10,21000,17651542927.0
9,9999449684,4197256480,688893838,1714642525,280437346,99750975,11946817,181,906655,141913,25852,2,1.2731646645648185e-07,22500,17094832783.0
10,9999449684,4197256480,688893838,1714642525,280437346,99750975,11946817,181,906655,141913,25852,2,3.6669489186774725e-08,24000,17094832783.0
