,0,1,FPR_actual,size
0,57,3400,8.293627708386034e-05,9000
1,57,3400,8.293627708386034e-05,10500
2,57,3400,8.293627708386034e-05,12000
3,57,3400,8.293627708386034e-05,13500
4,57,3400,8.293627708386034e-05,15000
5,57,3400,8.293627708386034e-05,16500
6,57,3400,8.293627708386034e-05,18000
7,57,3400,8.293627708386034e-05,19500
8,57,3400,8.293627708386034e-05,21000
9,57,3400,8.293627708386034e-05,22500
10,57,3400,8.293627708386034e-05,24000
