,2,1,0,3,FPR_actual,size
0,109.0,96,30,3222.0,3.208120610662067e-07,3800
1,109.0,96,30,3222.0,0.0,4300
2,3222.0,109,126,,0.0,4800
3,3222.0,109,126,,0.0,5300
4,,3222,235,,5.8329465648401224e-06,5800
5,3222.0,109,126,,0.0,6300
6,,3222,235,,0.0,6800
7,,3222,235,,0.0,7300
8,,3222,235,,0.0,7800
9,,3222,235,,0.0,8300
10,,3222,235,,0.0,8800
11,,3222,235,,0.0,9300
12,,3222,235,,0.0,9800
13,,3222,235,,0.0,10300
14,,3222,235,,0.0,10800
