,size,false_positive_rating,model_FP,bloom_FP
0,2680,0.00023166666666666667,116,579
1,5680,0.00023166666666666667,116,579
2,8680,5.266666666666667e-05,116,42
3,11680,3.933333333333333e-05,116,2
4,14680,3.866666666666667e-05,116,0
5,17680,3.866666666666667e-05,116,0
6,20680,3.866666666666667e-05,116,0
7,23680,3.866666666666667e-05,116,0
8,26680,3.866666666666667e-05,116,0
