,size,false_positive_rating,model_FP,bloom_FP
0,11000,8.069629007358452e-07,27248,0
1,12500,8.069629007358452e-07,27248,0
2,14000,8.069629007358452e-07,27248,0
3,15500,8.069629007358452e-07,27248,0
4,17000,8.069629007358452e-07,27248,0
5,18500,8.069629007358452e-07,27248,0
6,20000,8.069629007358452e-07,27248,0
7,21500,8.069629007358452e-07,27248,0
8,23000,8.069629007358452e-07,27248,0
9,24500,8.069629007358452e-07,27248,0
10,26000,8.069629007358452e-07,27248,0
