,size,false_positive_rating
0,11000,0.21822457015268903
1,12500,0.18227685954528708
2,14000,0.1501574578707296
3,15500,0.11582688693600038
4,17000,0.09481340148495697
5,18500,0.07905654752653181
6,20000,0.06334507568807872
7,21500,0.05003179688769703
8,23000,0.041241011586473524
9,24500,0.03582079301936638
10,26000,0.02730698329487572
